order_id,order_date,ship_date,ship_mode,shipping_cost,order_priority,customer_id,segment,country,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_delay
ORD00011,2021-07-02,2021-07-09,Standard Class,39.07,Critical,CUST0113,Home Office,United States,Los Angeles,California,West,PROD0177,Office Supplies,Art,Art Model 219,1071.35,6,0.3,310.69,7
ORD00012,2020-02-08,2020-02-10,Same Day,30.94,Medium,CUST0029,Home Office,United States,San Diego,California,West,PROD0131,Technology,Phones,Phones Model 765,1434.86,7,0.2,286.97,2
ORD00013,2022-07-05,2022-07-11,Same Day,7.83,Low,CUST0172,Corporate,United States,San Diego,California,West,PROD0001,Furniture,Tables,Tables Model 888,212.44,4,0.2,27.62,6
ORD00014,2022-12-12,2022-12-21,Same Day,35.66,High,CUST0387,Corporate,United States,Los Angeles,California,West,PROD0147,Office Supplies,Binders,Binders Model 775,977.63,3,0.3,48.88,9
ORD00015,2021-07-21,2021-07-29,Same Day,15.87,Critical,CUST0069,Corporate,United States,Houston,Texas,South,PROD0035,Office Supplies,Art,Art Model 757,944.48,6,0.1,170.01,8
ORD00016,2022-12-25,2022-12-30,Second Class,37.13,Medium,CUST0324,Home Office,United States,Houston,Texas,South,PROD0025,Furniture,Furnishings,Furnishings Model 252,1334.59,4,0.1,160.15,5
ORD00017,2022-05-04,2022-05-05,Standard Class,42.62,Critical,CUST0149,Consumer,United States,Philadelphia,Pennsylvania,East,PROD0186,Technology,Accessories,Accessories Model 744,167.12,2,0.2,15.04,1
ORD00018,2020-07-16,2020-07-25,Second Class,37.11,Critical,CUST0468,Corporate,United States,New York,New York,East,PROD0194,Office Supplies,Storage,Storage Model 777,750.14,5,0.1,60.01,9
ORD00019,2020-03-01,2020-03-02,Standard Class,17.12,Medium,CUST0475,Consumer,United States,Dallas,Texas,South,PROD0047,Technology,Phones,Phones Model 643,1239.91,1,0,99.19,1
ORD00020,2022-04-21,2022-04-25,First Class,14.26,High,CUST0061,Home Office,United States,Phoenix,Arizona,West,PROD0123,Office Supplies,Paper,Paper Model 760,1232.59,7,0.2,221.87,4
ORD00021,2020-09-08,2020-09-18,Second Class,19.74,High,CUST0280,Consumer,United States,San Antonio,Texas,South,PROD0130,Furniture,Tables,Tables Model 788,1937.93,5,0.2,271.31,10
ORD00022,2022-08-23,2022-08-31,First Class,43.12,Critical,CUST0223,Consumer,United States,New York,New York,East,PROD0056,Office Supplies,Binders,Binders Model 541,1094.15,3,0.2,87.53,8
ORD00023,2022-09-20,2022-09-22,Same Day,8.57,Medium,CUST0402,Home Office,United States,New York,New York,East,PROD0142,Technology,Phones,Phones Model 981,736.84,5,0.2,198.95,2
ORD00024,2020-09-14,2020-09-17,Standard Class,29.24,Low,CUST0217,Consumer,United States,Los Angeles,California,West,PROD0093,Office Supplies,Binders,Binders Model 254,908.77,9,0.2,163.58,3
ORD00025,2020-08-06,2020-08-09,Same Day,47.76,Medium,CUST0424,Home Office,United States,San Antonio,Texas,South,PROD0100,Office Supplies,Art,Art Model 115,1779.29,3,0.1,284.69,3
ORD00026,2021-04-27,2021-05-03,Same Day,18.38,Low,CUST0374,Corporate,United States,San Antonio,Texas,South,PROD0053,Office Supplies,Paper,Paper Model 189,841.6,2,0.1,168.32,6
ORD00027,2022-08-25,2022-08-26,Same Day,47.78,Critical,CUST0046,Consumer,United States,San Antonio,Texas,South,PROD0018,Furniture,Chairs,Chairs Model 725,581.47,3,0.1,93.04,1
ORD00028,2021-01-11,2021-01-18,Second Class,13.97,High,CUST0483,Home Office,United States,Phoenix,Arizona,West,PROD0167,Office Supplies,Paper,Paper Model 867,552.28,8,0.1,110.46,7
ORD00029,2020-01-27,2020-02-03,Second Class,37.4,High,CUST0222,Home Office,United States,San Antonio,Texas,South,PROD0040,Technology,Computers,Computers Model 754,526.26,5,0,131.56,7
ORD00030,2021-05-15,2021-05-16,Standard Class,30.84,Low,CUST0237,Consumer,United States,Dallas,Texas,South,PROD0005,Furniture,Chairs,Chairs Model 696,1840.85,3,0,515.44,1
ORD00031,2020-07-13,2020-07-21,First Class,29.83,Low,CUST0301,Corporate,United States,Houston,Texas,South,PROD0048,Office Supplies,Art,Art Model 554,938.28,9,0.1,103.21,8
ORD00032,2021-08-09,2021-08-12,Same Day,31.9,Low,CUST0012,Corporate,United States,San Diego,California,West,PROD0041,Office Supplies,Art,Art Model 301,1751.61,8,0,122.61,3
ORD00033,2021-09-04,2021-09-10,First Class,35.64,High,CUST0390,Consumer,United States,Los Angeles,California,West,PROD0052,Furniture,Tables,Tables Model 608,1081.04,8,0,108.1,6
ORD00034,2022-05-15,2022-05-18,Same Day,10.01,Critical,CUST0377,Consumer,United States,San Jose,California,West,PROD0199,Technology,Phones,Phones Model 498,810.05,1,0,64.8,3
ORD00035,2021-10-20,2021-10-29,Second Class,26.03,High,CUST0406,Consumer,United States,San Diego,California,West,PROD0077,Office Supplies,Art,Art Model 322,934.15,5,0.1,130.78,9
ORD00036,2021-10-02,2021-10-08,Same Day,22.07,Medium,CUST0054,Home Office,United States,San Diego,California,West,PROD0068,Office Supplies,Storage,Storage Model 840,594.91,5,0.3,154.68,6
ORD00037,2020-06-20,2020-06-24,Same Day,11.03,Low,CUST0104,Corporate,United States,Los Angeles,California,West,PROD0071,Technology,Computers,Computers Model 441,463.1,4,0.1,120.41,4
ORD00038,2022-05-21,2022-05-28,Standard Class,9.74,Critical,CUST0069,Corporate,United States,Los Angeles,California,West,PROD0162,Office Supplies,Art,Art Model 292,304.57,9,0,73.1,7
ORD00039,2021-06-29,2021-07-05,Same Day,47.69,High,CUST0357,Consumer,United States,San Jose,California,West,PROD0078,Furniture,Tables,Tables Model 933,1198.34,8,0,323.55,6
ORD00040,2022-07-09,2022-07-13,First Class,44.8,Critical,CUST0431,Home Office,United States,Dallas,Texas,South,PROD0091,Furniture,Bookcases,Bookcases Model 227,752.7,4,0.1,120.43,4
ORD00041,2021-06-23,2021-07-03,Same Day,32.16,Medium,CUST0180,Corporate,United States,San Diego,California,West,PROD0102,Furniture,Bookcases,Bookcases Model 633,1515.31,2,0.3,303.06,10
ORD00042,2022-01-07,2022-01-15,Same Day,44.29,Medium,CUST0051,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0058,Office Supplies,Art,Art Model 500,719.36,1,0.2,172.65,8
ORD00043,2022-08-10,2022-08-17,Same Day,34.88,Critical,CUST0154,Corporate,United States,Philadelphia,Pennsylvania,East,PROD0150,Office Supplies,Storage,Storage Model 600,365.64,2,0.2,95.07,7
ORD00044,2022-01-16,2022-01-24,Second Class,44.31,Medium,CUST0100,Consumer,United States,Dallas,Texas,South,PROD0144,Furniture,Tables,Tables Model 443,362.56,1,0.2,105.14,8
ORD00045,2022-05-19,2022-05-24,First Class,32.08,Critical,CUST0022,Consumer,United States,San Jose,California,West,PROD0196,Technology,Accessories,Accessories Model 645,1127.54,8,0.2,281.88,5
ORD00046,2021-10-04,2021-10-06,Second Class,26.31,High,CUST0436,Consumer,United States,Phoenix,Arizona,West,PROD0187,Furniture,Bookcases,Bookcases Model 998,1052.47,1,0,210.49,2
ORD00047,2022-11-29,2022-12-09,Standard Class,29.26,Critical,CUST0049,Corporate,United States,San Jose,California,West,PROD0111,Office Supplies,Binders,Binders Model 458,1704.85,6,0.3,323.92,10
ORD00048,2020-05-03,2020-05-05,Same Day,23,Medium,CUST0151,Corporate,United States,San Jose,California,West,PROD0132,Technology,Accessories,Accessories Model 378,223.04,7,0.1,20.07,2
ORD00049,2022-06-27,2022-06-28,First Class,41.28,Critical,CUST0300,Corporate,United States,Los Angeles,California,West,PROD0117,Furniture,Furnishings,Furnishings Model 774,1759.18,7,0.1,140.73,1
ORD00050,2022-05-15,2022-05-24,Second Class,8.48,Medium,CUST0293,Corporate,United States,New York,New York,East,PROD0187,Office Supplies,Storage,Storage Model 709,1531.49,8,0,214.41,9
ORD00051,2022-03-09,2022-03-11,Second Class,15.14,Medium,CUST0112,Corporate,United States,Philadelphia,Pennsylvania,East,PROD0057,Technology,Accessories,Accessories Model 796,1650.18,7,0.3,330.04,2
ORD00052,2021-02-10,2021-02-12,Second Class,49.75,Low,CUST0473,Corporate,United States,Chicago,Illinois,Central,PROD0187,Technology,Phones,Phones Model 822,1375,1,0.1,137.5,2
ORD00053,2020-11-07,2020-11-10,Standard Class,39.5,High,CUST0366,Corporate,United States,Philadelphia,Pennsylvania,East,PROD0195,Technology,Phones,Phones Model 887,1871.1,5,0,280.66,3
ORD00054,2020-11-22,2020-11-30,First Class,11.35,High,CUST0120,Corporate,United States,Phoenix,Arizona,West,PROD0146,Office Supplies,Storage,Storage Model 397,287.98,1,0,34.56,8
ORD00055,2021-09-19,2021-09-26,First Class,35.68,Critical,CUST0405,Consumer,United States,Chicago,Illinois,Central,PROD0137,Technology,Computers,Computers Model 283,1673.64,1,0.3,384.94,7
ORD00056,2020-10-14,2020-10-19,Second Class,42.04,Critical,CUST0199,Corporate,United States,San Jose,California,West,PROD0058,Office Supplies,Binders,Binders Model 312,1964.21,3,0.1,589.26,5
ORD00057,2020-06-02,2020-06-06,Second Class,18.06,Medium,CUST0466,Corporate,United States,Phoenix,Arizona,West,PROD0106,Office Supplies,Art,Art Model 330,1724.37,5,0.2,224.17,4
ORD00058,2021-11-12,2021-11-15,Second Class,28.29,Medium,CUST0094,Home Office,United States,New York,New York,East,PROD0096,Technology,Accessories,Accessories Model 999,1355.45,10,0.2,393.08,3
ORD00059,2020-11-10,2020-11-18,First Class,26.49,High,CUST0059,Home Office,United States,Houston,Texas,South,PROD0066,Furniture,Chairs,Chairs Model 613,588.83,1,0.1,129.54,8
ORD00060,2022-03-10,2022-03-17,Second Class,24.05,Low,CUST0189,Consumer,United States,New York,New York,East,PROD0130,Office Supplies,Art,Art Model 724,1340.86,6,0.3,388.85,7
ORD00061,2020-08-04,2020-08-14,Standard Class,49.86,Low,CUST0431,Corporate,United States,Los Angeles,California,West,PROD0193,Office Supplies,Paper,Paper Model 303,451.59,8,0.1,36.13,10
ORD00062,2022-12-26,2023-01-02,First Class,10.92,Low,CUST0183,Home Office,United States,San Jose,California,West,PROD0143,Office Supplies,Binders,Binders Model 503,1601.84,4,0.3,432.5,7
ORD00063,2021-08-01,2021-08-08,First Class,27.58,Low,CUST0433,Corporate,United States,Houston,Texas,South,PROD0137,Technology,Accessories,Accessories Model 883,1453.44,2,0,261.62,7
ORD00064,2022-03-09,2022-03-13,Same Day,32.32,Medium,CUST0095,Home Office,United States,New York,New York,East,PROD0198,Office Supplies,Art,Art Model 612,608.23,2,0.2,127.73,4
ORD00065,2022-12-22,2022-12-23,Same Day,45.18,High,CUST0404,Corporate,United States,New York,New York,East,PROD0013,Office Supplies,Art,Art Model 587,1528.7,4,0.3,458.61,1
ORD00066,2021-04-13,2021-04-17,Same Day,22.81,Medium,CUST0183,Home Office,United States,New York,New York,East,PROD0123,Office Supplies,Paper,Paper Model 151,1628.24,7,0.3,227.95,4
ORD00067,2020-10-20,2020-10-26,Second Class,29.03,Medium,CUST0418,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0121,Technology,Accessories,Accessories Model 206,944.86,7,0.3,207.87,6
ORD00068,2021-02-15,2021-02-25,Same Day,24.37,Low,CUST0219,Corporate,United States,Dallas,Texas,South,PROD0194,Office Supplies,Paper,Paper Model 320,61.54,3,0.2,10.46,10
ORD00069,2021-05-12,2021-05-18,First Class,48.93,Low,CUST0356,Consumer,United States,Dallas,Texas,South,PROD0027,Furniture,Chairs,Chairs Model 480,584.95,5,0.2,157.94,6
ORD00070,2021-06-15,2021-06-20,Standard Class,22.57,Low,CUST0084,Corporate,United States,New York,New York,East,PROD0167,Office Supplies,Storage,Storage Model 946,1014.43,2,0.2,50.72,5
ORD00071,2021-10-15,2021-10-24,Second Class,10.55,Low,CUST0451,Consumer,United States,Chicago,Illinois,Central,PROD0167,Technology,Computers,Computers Model 841,1690.13,4,0,456.34,9
ORD00072,2022-10-20,2022-10-27,First Class,37.86,Critical,CUST0400,Consumer,United States,Philadelphia,Pennsylvania,East,PROD0125,Furniture,Furnishings,Furnishings Model 744,1983.23,2,0,396.65,7
ORD00073,2020-11-04,2020-11-10,Second Class,46.48,Low,CUST0167,Corporate,United States,Phoenix,Arizona,West,PROD0133,Furniture,Chairs,Chairs Model 426,1203.95,9,0.1,325.07,6
ORD00074,2022-02-16,2022-02-25,Second Class,5.1,Low,CUST0470,Corporate,United States,Houston,Texas,South,PROD0005,Furniture,Furnishings,Furnishings Model 356,944.64,1,0,56.68,9
ORD00075,2021-04-19,2021-04-28,Standard Class,42.68,Critical,CUST0277,Corporate,United States,Chicago,Illinois,Central,PROD0127,Furniture,Tables,Tables Model 567,1987.69,1,0.3,576.43,9
ORD00076,2022-05-01,2022-05-06,Same Day,31,Critical,CUST0406,Home Office,United States,Chicago,Illinois,Central,PROD0069,Furniture,Bookcases,Bookcases Model 578,711.32,10,0,192.06,5
ORD00077,2020-06-01,2020-06-07,Second Class,12.84,Critical,CUST0187,Consumer,United States,Los Angeles,California,West,PROD0137,Technology,Phones,Phones Model 322,1038.86,6,0,290.88,6
ORD00078,2021-02-20,2021-02-25,First Class,36.96,Critical,CUST0304,Consumer,United States,Los Angeles,California,West,PROD0155,Office Supplies,Paper,Paper Model 592,809.19,1,0.1,153.75,5
ORD00079,2021-07-23,2021-07-25,Standard Class,30.81,Medium,CUST0036,Corporate,United States,San Antonio,Texas,South,PROD0107,Furniture,Tables,Tables Model 372,1042.97,8,0.2,281.6,2
ORD00080,2022-04-12,2022-04-20,Second Class,27.98,Low,CUST0377,Corporate,United States,New York,New York,East,PROD0124,Furniture,Furnishings,Furnishings Model 804,573.52,9,0.3,172.06,8
ORD00081,2022-12-17,2022-12-18,Same Day,40.87,Low,CUST0292,Consumer,United States,Dallas,Texas,South,PROD0079,Furniture,Tables,Tables Model 314,225.97,1,0,33.9,1
ORD00082,2020-10-23,2020-10-28,First Class,34.47,Critical,CUST0495,Corporate,United States,San Jose,California,West,PROD0021,Technology,Computers,Computers Model 710,940.56,7,0.1,75.24,5
ORD00083,2022-04-21,2022-05-01,Second Class,12.39,Critical,CUST0093,Home Office,United States,Houston,Texas,South,PROD0133,Office Supplies,Binders,Binders Model 115,1815.21,8,0.2,326.74,10
ORD00084,2020-09-24,2020-09-30,Standard Class,9.09,Medium,CUST0379,Home Office,United States,New York,New York,East,PROD0188,Technology,Computers,Computers Model 807,755.49,4,0.3,75.55,6
ORD00085,2021-08-18,2021-08-23,Standard Class,13.42,High,CUST0343,Home Office,United States,San Antonio,Texas,South,PROD0155,Furniture,Bookcases,Bookcases Model 265,760.49,8,0.2,190.12,5
ORD00086,2020-06-05,2020-06-13,Same Day,36.16,Low,CUST0196,Corporate,United States,Chicago,Illinois,Central,PROD0097,Furniture,Furnishings,Furnishings Model 338,63.96,8,0,10.23,8
ORD00087,2021-09-21,2021-09-29,First Class,13.63,High,CUST0067,Home Office,United States,San Jose,California,West,PROD0095,Technology,Computers,Computers Model 753,1748.1,8,0.2,174.81,8
ORD00088,2021-01-05,2021-01-12,First Class,17.67,Critical,CUST0296,Home Office,United States,Dallas,Texas,South,PROD0122,Technology,Phones,Phones Model 330,223.68,1,0.3,26.84,7
ORD00089,2020-08-18,2020-08-22,Same Day,30.85,Medium,CUST0428,Corporate,United States,Houston,Texas,South,PROD0085,Technology,Phones,Phones Model 237,1836.86,9,0.1,275.53,4
ORD00090,2021-08-23,2021-08-30,Second Class,8.9,Critical,CUST0131,Corporate,United States,San Diego,California,West,PROD0059,Furniture,Tables,Tables Model 301,1300.79,10,0,195.12,7
ORD00091,2020-05-24,2020-05-29,Standard Class,28.15,Low,CUST0198,Corporate,United States,Chicago,Illinois,Central,PROD0121,Furniture,Chairs,Chairs Model 405,1708.75,6,0,256.31,5
ORD00092,2020-02-20,2020-02-21,First Class,40.56,Critical,CUST0131,Corporate,United States,Philadelphia,Pennsylvania,East,PROD0050,Furniture,Tables,Tables Model 782,917.46,9,0.3,256.89,1
ORD00093,2022-09-25,2022-09-29,Standard Class,41.16,Low,CUST0405,Consumer,United States,San Antonio,Texas,South,PROD0106,Office Supplies,Art,Art Model 293,1716.34,5,0,188.8,4
ORD00094,2020-06-16,2020-06-24,Standard Class,37.79,High,CUST0358,Corporate,United States,Phoenix,Arizona,West,PROD0082,Furniture,Bookcases,Bookcases Model 274,1387.24,6,0.2,83.23,8
ORD00095,2020-01-21,2020-01-24,First Class,46.53,Critical,CUST0245,Consumer,United States,San Antonio,Texas,South,PROD0199,Technology,Accessories,Accessories Model 322,836.74,8,0.2,66.94,3
ORD00096,2022-07-18,2022-07-27,Same Day,34.51,High,CUST0146,Home Office,United States,San Diego,California,West,PROD0099,Office Supplies,Storage,Storage Model 451,493.76,2,0.1,74.06,9
ORD00097,2020-06-06,2020-06-14,Standard Class,39.53,Critical,CUST0103,Consumer,United States,San Jose,California,West,PROD0161,Office Supplies,Storage,Storage Model 636,336.23,8,0,80.7,8
ORD00098,2022-11-21,2022-11-24,Same Day,21.78,High,CUST0233,Corporate,United States,Dallas,Texas,South,PROD0163,Furniture,Tables,Tables Model 327,633.7,3,0,88.72,3
ORD00099,2021-04-20,2021-04-22,First Class,26.53,Medium,CUST0270,Home Office,United States,San Antonio,Texas,South,PROD0184,Office Supplies,Storage,Storage Model 778,791.54,9,0.2,205.8,2
ORD00100,2021-01-29,2021-02-06,Same Day,6.88,High,CUST0473,Home Office,United States,Los Angeles,California,West,PROD0197,Office Supplies,Paper,Paper Model 683,701.25,10,0.2,49.09,8
ORD00101,2022-04-29,2022-05-02,First Class,32.72,Critical,CUST0065,Consumer,United States,Dallas,Texas,South,PROD0189,Technology,Computers,Computers Model 698,1381.71,2,0.2,165.81,3
ORD00102,2022-10-09,2022-10-16,Same Day,9.1,Low,CUST0265,Consumer,United States,San Diego,California,West,PROD0144,Technology,Phones,Phones Model 695,890.62,7,0.1,195.94,7
ORD00103,2021-06-15,2021-06-18,Standard Class,30.58,Low,CUST0462,Home Office,United States,San Antonio,Texas,South,PROD0104,Furniture,Bookcases,Bookcases Model 857,253.57,1,0.1,68.46,3
ORD00104,2022-08-15,2022-08-18,Second Class,28.86,Critical,CUST0162,Consumer,United States,Los Angeles,California,West,PROD0139,Office Supplies,Storage,Storage Model 179,351.49,9,0,31.63,3
ORD00105,2020-05-26,2020-05-27,Standard Class,47.21,Medium,CUST0474,Home Office,United States,Houston,Texas,South,PROD0186,Technology,Computers,Computers Model 761,1365.86,6,0.3,163.9,1
ORD00106,2022-02-26,2022-03-01,Standard Class,46.24,High,CUST0088,Corporate,United States,San Diego,California,West,PROD0052,Office Supplies,Paper,Paper Model 808,1390.72,7,0.3,361.59,3
ORD00107,2022-03-16,2022-03-21,Second Class,5.79,Low,CUST0263,Consumer,United States,Houston,Texas,South,PROD0064,Technology,Accessories,Accessories Model 524,324.39,9,0.2,87.59,5
ORD00108,2021-10-19,2021-10-25,Standard Class,34.89,Low,CUST0413,Corporate,United States,Chicago,Illinois,Central,PROD0100,Office Supplies,Binders,Binders Model 238,192.5,4,0.2,28.88,6
ORD00109,2022-09-10,2022-09-11,Same Day,37.37,High,CUST0092,Consumer,United States,San Jose,California,West,PROD0102,Furniture,Chairs,Chairs Model 744,1644.18,7,0.2,246.63,1
ORD00110,2022-01-19,2022-01-20,First Class,5.29,High,CUST0252,Home Office,United States,San Antonio,Texas,South,PROD0159,Office Supplies,Art,Art Model 163,473.81,7,0,108.98,1
ORD00111,2020-04-09,2020-04-10,Second Class,11.14,Critical,CUST0388,Corporate,United States,Chicago,Illinois,Central,PROD0124,Office Supplies,Binders,Binders Model 807,509.9,6,0.2,112.18,1
ORD00112,2022-04-03,2022-04-05,First Class,19.76,High,CUST0149,Corporate,United States,Dallas,Texas,South,PROD0147,Office Supplies,Paper,Paper Model 501,1870.46,6,0.1,392.8,2
ORD00113,2021-12-02,2021-12-12,Second Class,8.19,Medium,CUST0473,Corporate,United States,Los Angeles,California,West,PROD0095,Furniture,Bookcases,Bookcases Model 342,1810.28,8,0.1,325.85,10
ORD00114,2020-09-15,2020-09-18,Same Day,44.69,Low,CUST0263,Consumer,United States,San Antonio,Texas,South,PROD0125,Technology,Computers,Computers Model 714,920.77,3,0.1,55.25,3
ORD00115,2022-11-02,2022-11-12,First Class,42.71,High,CUST0496,Consumer,United States,New York,New York,East,PROD0149,Technology,Phones,Phones Model 354,1037.55,1,0.3,290.51,10
ORD00116,2022-11-03,2022-11-06,Same Day,37.28,High,CUST0235,Home Office,United States,Houston,Texas,South,PROD0166,Furniture,Chairs,Chairs Model 805,1957.81,7,0,430.72,3
ORD00117,2022-01-18,2022-01-26,First Class,18.91,Medium,CUST0327,Corporate,United States,New York,New York,East,PROD0051,Furniture,Tables,Tables Model 272,268.04,8,0.1,42.89,8
ORD00118,2020-06-17,2020-06-25,Second Class,42.73,Low,CUST0046,Consumer,United States,Phoenix,Arizona,West,PROD0156,Technology,Computers,Computers Model 746,1696.73,10,0.1,509.02,8
ORD00119,2022-09-14,2022-09-22,Standard Class,40.79,High,CUST0034,Consumer,United States,Los Angeles,California,West,PROD0042,Office Supplies,Binders,Binders Model 982,1170.17,2,0.2,280.84,8
ORD00120,2022-05-12,2022-05-14,Same Day,8.78,Medium,CUST0077,Corporate,United States,Houston,Texas,South,PROD0094,Furniture,Chairs,Chairs Model 119,325.49,2,0.2,68.35,2
ORD00121,2020-06-22,2020-06-29,Standard Class,29.11,Critical,CUST0026,Home Office,United States,San Diego,California,West,PROD0033,Office Supplies,Storage,Storage Model 221,887.57,6,0.1,124.26,7
ORD00122,2021-03-18,2021-03-23,First Class,12.39,Low,CUST0249,Corporate,United States,Houston,Texas,South,PROD0027,Office Supplies,Storage,Storage Model 201,1400.68,6,0.3,238.12,5
ORD00123,2020-04-22,2020-04-30,Standard Class,10.85,Medium,CUST0153,Consumer,United States,Phoenix,Arizona,West,PROD0091,Office Supplies,Paper,Paper Model 850,642.43,9,0.1,147.76,8
ORD00124,2020-04-09,2020-04-14,Second Class,44.63,Low,CUST0451,Home Office,United States,Los Angeles,California,West,PROD0124,Technology,Phones,Phones Model 769,1409.93,7,0.2,366.58,5
ORD00125,2022-12-14,2022-12-22,Standard Class,32.62,Medium,CUST0227,Home Office,United States,New York,New York,East,PROD0124,Furniture,Tables,Tables Model 792,1437.8,7,0,301.94,8
ORD00126,2022-04-03,2022-04-04,Second Class,29.66,Low,CUST0315,Home Office,United States,Los Angeles,California,West,PROD0093,Furniture,Chairs,Chairs Model 591,1795.41,10,0,197.5,1
ORD00127,2021-09-14,2021-09-23,Standard Class,34.02,High,CUST0472,Home Office,United States,San Antonio,Texas,South,PROD0020,Technology,Accessories,Accessories Model 412,1211.95,10,0.1,206.03,9
ORD00128,2020-08-31,2020-09-06,Second Class,8.22,Medium,CUST0273,Consumer,United States,San Jose,California,West,PROD0044,Office Supplies,Paper,Paper Model 491,1546.14,6,0,309.23,6
ORD00129,2022-09-18,2022-09-26,Second Class,38.79,Critical,CUST0258,Home Office,United States,New York,New York,East,PROD0199,Technology,Phones,Phones Model 314,1334.88,2,0.3,360.42,8
ORD00130,2020-09-27,2020-10-04,First Class,29.79,High,CUST0041,Consumer,United States,Dallas,Texas,South,PROD0108,Office Supplies,Storage,Storage Model 671,509.19,2,0.2,137.48,7
ORD00131,2020-01-28,2020-02-05,Standard Class,26.39,Critical,CUST0336,Corporate,United States,Houston,Texas,South,PROD0109,Technology,Phones,Phones Model 806,1581.08,6,0,379.46,8
ORD00132,2021-07-15,2021-07-16,Same Day,6.95,Critical,CUST0319,Corporate,United States,Phoenix,Arizona,West,PROD0046,Furniture,Tables,Tables Model 130,1057.74,2,0,105.77,1
ORD00133,2022-09-04,2022-09-14,Same Day,22.91,Medium,CUST0001,Consumer,United States,Philadelphia,Pennsylvania,East,PROD0090,Office Supplies,Art,Art Model 288,176.8,7,0.3,28.29,10
ORD00134,2021-09-19,2021-09-24,First Class,47.55,High,CUST0498,Corporate,United States,New York,New York,East,PROD0025,Technology,Phones,Phones Model 492,1083.63,2,0.3,65.02,5
ORD00135,2022-08-15,2022-08-16,Same Day,20.19,Medium,CUST0298,Home Office,United States,San Diego,California,West,PROD0033,Furniture,Chairs,Chairs Model 652,180.01,7,0.2,32.4,1
ORD00136,2022-11-14,2022-11-21,Same Day,15.29,High,CUST0316,Consumer,United States,Phoenix,Arizona,West,PROD0175,Technology,Computers,Computers Model 397,1340.02,8,0,214.4,7
ORD00137,2020-08-21,2020-08-30,Same Day,29.53,Low,CUST0481,Consumer,United States,San Antonio,Texas,South,PROD0194,Technology,Phones,Phones Model 649,434.7,1,0.1,43.47,9
ORD00138,2021-08-23,2021-08-26,First Class,40.95,Low,CUST0407,Corporate,United States,Phoenix,Arizona,West,PROD0098,Office Supplies,Art,Art Model 818,1550.36,10,0,341.08,3
ORD00139,2022-06-27,2022-07-03,Same Day,31.2,Medium,CUST0238,Home Office,United States,Philadelphia,Pennsylvania,East,PROD0009,Technology,Computers,Computers Model 660,1555.75,4,0,388.94,6
ORD00140,2022-02-22,2022-02-23,First Class,8.58,Critical,CUST0418,Home Office,United States,Houston,Texas,South,PROD0033,Office Supplies,Paper,Paper Model 603,1867.11,9,0.3,522.79,1
ORD00141,2022-10-06,2022-10-12,Same Day,14.23,Critical,CUST0091,Home Office,United States,Phoenix,Arizona,West,PROD0191,Furniture,Tables,Tables Model 101,212.56,8,0,12.75,6
ORD00142,2021-10-12,2021-10-18,Second Class,32.16,Critical,CUST0095,Corporate,United States,Dallas,Texas,South,PROD0030,Technology,Phones,Phones Model 878,1679.31,10,0.2,453.41,6
